text,substance_label,symptom_labels
We describe a case of pneumonitis following local administration of methotrexate for nonsurgical termination of an ectopic pregnancy.,none,['adverse_event']
"During 6 weeks of monitoring, arrhythmia did not recur.",none,['none']
Radiation recall refers to inflammatory reactions triggered by cytotoxic agents and develops in previously irradiated areas.,none,['none']
"Regarded as the most common and best understood of the hereditary periodic fever syndromes, familial Mediterranean fever (FMF) is a recessively inherited disease of episodic fever with some combination of severe abdominal pain, pleurisy, arthritis, and a characteristic ankle rash.",none,"['rash', 'pain']"
To our knowledge no severe persistent neurological deficits following thrombolytic therapy have been reported.,none,['none']
Cerebrospinal fluid analysis was consistent with syphilitic meningitis.,none,['none']
"Two weeks later, he died of fungal septicemia and multiorgan failure.",none,['none']
The following is a case report analysis intended to draw attention to the need for better care coordination by describing the observed relationship of olanzapine to metabolic changes manifested as uncontrolled diabetes mellitus and weight gain.,none,['adverse_event']
"Furthermore, each patient was subsequently treated with other antihypertensive medications which, like propranolol, contain the stabilizer additive tartrazine.",none,['none']
"The patient became afebrile after 48 h, and his general condition improved within 36 h.",none,['none']
It is strongly recommended that heparin be substituted with another anticoagulant in such cases until the presence of HDAs can be definitively ruled out.,none,['none']
"However, it is possible that the previous antipsychotic exposure could have created a sensitising or priming effect on the striatum.",none,['none']
A case is described in which viscoelastic material was used in the anterior chamber to minimize or prevent fluid flow through the area of the trabecular meshwork and Schlemm's canal during nonpenetrating filtering surgery.,none,['none']
OBJECTIVE: To report 2 cases of nonconvulsive status epilepticus (NCSE) following infusion of ifosfamide.,none,['adverse_event']
This report may aid in the decision of imatinib being given under close surveillance to this kind of patients.,none,['none']
Fluctuating QTc interval in an asymptomatic patient treated with methadone for chronic pain.,none,['pain']
"In May 1999, the patient came to our polyclinic with edema of the feet and legs.",none,['none']
"The multifactorial pathogenesis of ARF includes (a) a disturbance of glomerular microcirculation (afferent and perhaps mesangial constriction, inadequate efferent dilatation); (b) a disturbance of medullary microcirculation (medullary capillary congestion) attributed to a combination of endothelial damage and tubular dilatation; (c) tubular cell damage which, though rarely in humans justifying the term 'acute tubular necrosis', promotes both backleak of glomerular filtrate and shedding of brush border vesicles; (d) the latter promotes tubular obstruction by casts which consist of Tamm-Horsfall protein and brush border components.",none,['none']
They both are weak systemic diuretics and lower intraocular pressure ultimately by decreasing aqueous production.,none,['none']
"After 18 months, the patient was in good health.",none,['none']
Yohimbine is a selective alpha-2 adrenergic antagonist that has been used in the pharmacologic management of erectile dysfunction (ED).,none,['none']
"Totally implantable venous device (TIVD) are widely used for the treatment of patients requiring long-term chemotherapy, total parenteral nutrition and fluid replacement.",none,['none']
"There is currently no consensus on the best treatment for unresectable hyaline-vascular variant or for multicentric Castleman's disease (MCD), because none of the reported regimens have consistently produced complete response or durable remission in the majority of patients In the present study, we report on the use of 2-CdA (2-chloro-deoxyadenosine) in three patients, two of them with MCD and one with unresectable hyaline-vascular type disease.",none,['none']
We conclude that prolonged l-asparaginase therapy in combination with an anthracycline might well be used in initial or consolidation therapy for childhood ALL.,none,['none']
This report describes a forty-seven-year-old female patient with a complex medical history.,none,['none']
CASE SUMMARIES: Two patients with stable hypothyroidism experienced symptoms of hypothyroidism with increased serum thyroid-stimulating hormone (TSH) concentrations after switching from 1 levothyroxine product to another.,none,['adverse_event']
"In two cases, tiagabine was withdrawn, whereas it was continued at a lower dosage in one case.",none,['none']
"In each instance the ST segment returned to the isoelectric line within 24 hours, and subsequent development of Q waves or changes in the QRS was not observed.",none,['none']
High-dose intravenous mannitol infusion in various clinical settings may result in acute renal failure (ARF).,none,['adverse_event']
A 55-year-old man is reported who initially developed chronic lymphocytic leukemia.,none,['none']
"A macrophage activation syndrome, possibly related to methotrexate toxicity, developed in a boy with systemic juvenile rheumatoid arthritis.",none,['adverse_event']
Plasmapheresis and immunosuppressive therapy.,none,['none']
"This pathology should be treated promptly and with specific therapy to avoid progression to a severe, massive PTE.",none,['none']
"Two and a half hours after intravenous infusion of the antibody fragments, the signs of intoxication passed off, and atrial fibrillation with a normal ventricular rate was reinstated.",none,['none']
Thrombosis of central venous access catheters was demonstrated in two neonates born at 38 and 27 weeks' gestation.,none,['none']
"Also, it may uncover underlying atrial arrhythmias by slowing the ventricular response.",none,['none']
"Three PC lines broke at the time of removal resulting in a length of line remaining in the central venous system (the superior vena cava, innominate vein, and bracheo-cephalic subclavian junction).",none,['none']
All patients improved rapidly after discontinuation of 5-ASA compounds.,none,['none']
In this patient a single plasma exchange was successful in considerably lowering the plasma dextran concentration.,none,['none']
The mortality rate has been estimated at about 10%.,none,['none']
We report on a case of secondary myelodysplasia with basophilia.,none,['none']
The occurrence of severe AIHA in CLL patients treated with fludarabine has been reported by several authors.,none,['adverse_event']
Endogenous thrombopoietin serum levels during multicycle chemotherapy.,none,['none']
This case showed a remarkable granulomatous reaction in association with tumor elimination.,none,['none']
